date,weightclass,fighter,rank
2/1/16,Pound-for-Pound,TJ Dillashaw,12
2/1/16,Pound-for-Pound,Holly Holm,13
2/1/16,Pound-for-Pound,Joanna Jedrzejczyk,14
2/1/16,Pound-for-Pound,Ronda Rousey,15
2/1/16,Flyweight,Demetrious Johnson,0
2/1/16,Flyweight,Joseph Benavidez,1
2/1/16,Flyweight,John Dodson,2
2/1/16,Flyweight,Henry Cejudo,3
2/1/16,Flyweight,Ian McCall,4
2/1/16,Flyweight,Jussier Formiga,5
2/1/16,Flyweight,Kyoji Horiguchi,6
2/1/16,Flyweight,John Moraga,7
2/1/16,Flyweight,Zach Makovsky,8
2/1/16,Flyweight,Wilson Reis,9
2/1/16,Flyweight,Dustin Ortiz,10
2/1/16,Flyweight,Ali Bagautinov,11
2/1/16,Flyweight,Ray Borg,12
2/1/16,Flyweight,Louis Smolka,13
2/1/16,Flyweight,Chris Cariaso,14
2/1/16,Flyweight,Sergio Pettis,15
2/1/16,Bantamweight,Dominick Cruz,0
2/1/16,Bantamweight,TJ Dillashaw,1
2/1/16,Bantamweight,Renan Barao,2
2/1/16,Bantamweight,Urijah Faber,3
2/1/16,Bantamweight,Raphael Assuncao,4
2/1/16,Bantamweight,Aljamain Sterling,5
2/1/16,Bantamweight,Michael McDonald,6
2/1/16,Bantamweight,Thomas Almeida,7
2/1/16,Bantamweight,Bryan Caraway,8
2/1/16,Bantamweight,Takeya Mizugaki,9
2/1/16,Bantamweight,Johnny Eduardo,10
2/1/16,Bantamweight,John Lineker,11
2/1/16,Bantamweight,Frankie Saenz,12
2/1/16,Bantamweight,Eddie Wineland,13
2/1/16,Bantamweight,Jimmie Rivera,14
2/1/16,Bantamweight,Francisco Rivera,15
2/1/16,Featherweight,Conor McGregor,0
2/1/16,Featherweight,Jose Aldo,1
2/1/16,Featherweight,Frankie Edgar,2
2/1/16,Featherweight,Chad Mendes,3
2/1/16,Featherweight,Max Holloway,4
2/1/16,Featherweight,Ricardo Lamas,5
2/1/16,Featherweight,Cub Swanson,6
2/1/16,Featherweight,Charles Oliveira,7
2/1/16,Featherweight,Dennis Bermudez,8
2/1/16,Featherweight,Jeremy Stephens,9
2/1/16,Featherweight,Hacran Dias,10
2/1/16,Featherweight,Darren Elkins,11
2/1/16,Featherweight,Tatsuya Kawajiri,12
2/1/16,Featherweight,Brian Ortega,13
2/1/16,Featherweight,Clay Guida,14
2/1/16,Featherweight,Nik Lentz,15
2/1/16,Lightweight,Rafael dos Anjos,0
2/1/16,Lightweight,Eddie Alvarez,1
2/1/16,Lightweight,Khabib Nurmagomedov,2
2/1/16,Lightweight,Anthony Pettis,3
2/1/16,Lightweight,Donald Cerrone,4
2/1/16,Lightweight,Tony Ferguson,5
2/1/16,Lightweight,Nate Diaz,6
2/1/16,Lightweight,Michael Johnson,7
2/1/16,Lightweight,Beneil Dariush,8
2/1/16,Lightweight,Edson Barboza,9
2/1/16,Lightweight,Al Iaquinta,10
2/1/16,Lightweight,Bobby Green,11
2/1/16,Lightweight,Dustin Poirier,12
2/1/16,Lightweight,Michael Chiesa,13
2/1/16,Lightweight,Evan Dunham,14
2/1/16,Lightweight,Benson Henderson,15
2/1/16,Welterweight,Robbie Lawler,0
2/1/16,Welterweight,Rory MacDonald,1
2/1/16,Welterweight,Johny Hendricks,2
2/1/16,Welterweight,Tyron Woodley,3
2/1/16,Welterweight,Carlos Condit,4
2/1/16,Welterweight,Demian Maia,5
2/1/16,Welterweight,Matt Brown,6
2/1/16,Welterweight,Dong Hyun Kim,7
2/1/16,Welterweight,Neil Magny,8
2/1/16,Welterweight,Stephen Thompson,8
2/1/16,Welterweight,Tarec Saffiedine,10
2/1/16,Welterweight,Rick Story,11
2/1/16,Welterweight,Kelvin Gastelum,12
2/1/16,Welterweight,Benson Henderson,13
2/1/16,Welterweight,Thiago Alves,14
2/1/16,Welterweight,Gunnar Nelson,15
2/1/16,Middleweight,Luke Rockhold,0
2/1/16,Middleweight,Chris Weidman,1
2/1/16,Middleweight,Jacare Souza,2
2/1/16,Middleweight,Vitor Belfort,3
2/1/16,Middleweight,Lyoto Machida,4
2/1/16,Middleweight,Tim Kennedy,5
2/1/16,Middleweight,Michael Bisping,6
2/1/16,Middleweight,Robert Whittaker,7
2/1/16,Middleweight,Gegard Mousasi,8
2/1/16,Middleweight,Thales Leites,9
2/1/16,Middleweight,Anderson Silva,10
2/1/16,Middleweight,Uriah Hall,11
2/1/16,Middleweight,Derek Brunson,12
2/1/16,Middleweight,Rafael Natal,13
2/1/16,Middleweight,Dan Henderson,14
2/1/16,Middleweight,Roan Carneiro,15
2/1/16,Light Heavyweight,Daniel Cormier,0
2/1/16,Light Heavyweight,Jon Jones,1
2/1/16,Light Heavyweight,Anthony Johnson,2
2/1/16,Light Heavyweight,Alexander Gustafsson,3
2/1/16,Light Heavyweight,Glover Teixeira,4
2/1/16,Light Heavyweight,Ryan Bader,5
2/1/16,Light Heavyweight,Ovince Saint Preux,6
2/1/16,Light Heavyweight,Rashad Evans,7
2/1/16,Light Heavyweight,Mauricio Rua,8
2/1/16,Light Heavyweight,Jimi Manuwa,9
2/1/16,Light Heavyweight,Patrick Cummins,10
2/1/16,Light Heavyweight,Antonio Rogerio Nogueira,11
2/1/16,Light Heavyweight,Corey Anderson,12
2/1/16,Light Heavyweight,Rafael Feijao,13
2/1/16,Light Heavyweight,Gian Villante,14
2/1/16,Light Heavyweight,Ilir Latifi,15
2/1/16,Heavyweight,Fabricio Werdum,0
2/1/16,Heavyweight,Cain Velasquez,1
2/1/16,Heavyweight,Stipe Miocic,2
2/1/16,Heavyweight,Alistair Overeem,3
2/1/16,Heavyweight,Andrei Arlovski,4
2/1/16,Heavyweight,Ben Rothwell,5
2/1/16,Heavyweight,Junior Dos Santos,6
2/1/16,Heavyweight,Travis Browne,7
2/1/16,Heavyweight,Mark Hunt,8
2/1/16,Heavyweight,Josh Barnett,9
2/1/16,Heavyweight,Frank Mir,10
2/1/16,Heavyweight,Roy Nelson,11
2/1/16,Heavyweight,Jared Rosholt,12
2/1/16,Heavyweight,Antonio Silva,13
2/1/16,Heavyweight,Matt Mitrione,14
2/1/16,Heavyweight,Alexey Oliynyk,15
2/1/16,Women's Strawweight,Joanna Jedrzejczyk,0
2/1/16,Women's Strawweight,Claudia Gadelha,1
2/1/16,Women's Strawweight,Carla Esparza,2
2/1/16,Women's Strawweight,Rose Namajunas,3
2/1/16,Women's Strawweight,Tecia Torres,4
2/1/16,Women's Strawweight,Jessica Penne,5
2/1/16,Women's Strawweight,Valerie Letourneau,6
2/1/16,Women's Strawweight,Paige VanZant,7
2/1/16,Women's Strawweight,Joanne Calderwood,8
2/1/16,Women's Strawweight,Maryna Moroz,9
2/1/16,Women's Strawweight,Michelle Waterson,10
2/1/16,Women's Strawweight,Randa Markos,11
2/1/16,Women's Strawweight,Karolina Kowalkiewicz,12
2/1/16,Women's Strawweight,Jessica Aguilar,13
2/1/16,Women's Strawweight,Juliana Lima,14
2/1/16,Women's Strawweight,Felice Herrig,15
2/1/16,Women's Bantamweight,Holly Holm,0
2/1/16,Women's Bantamweight,Ronda Rousey,1
2/1/16,Women's Bantamweight,Miesha Tate,2
2/1/16,Women's Bantamweight,Cat Zingano,3
2/1/16,Women's Bantamweight,Amanda Nunes,4
2/1/16,Women's Bantamweight,Julianna Pena,5
2/1/16,Women's Bantamweight,Sara McMann,6
2/1/16,Women's Bantamweight,Jessica Eye,7
2/1/16,Women's Bantamweight,Bethe Correia,8
2/1/16,Women's Bantamweight,Liz Carmouche,9
2/1/16,Women's Bantamweight,Sarah Kaufman,10
2/1/16,Women's Bantamweight,Valentina Shevchenko,11
2/1/16,Women's Bantamweight,Marion Reneau,12
2/1/16,Women's Bantamweight,Raquel Pennington,13
2/1/16,Women's Bantamweight,Germaine de Randamie,14
2/1/16,Women's Bantamweight,Jessica Andrade,15
2/8/16,Pound-for-Pound,Jon Jones,1
2/8/16,Pound-for-Pound,Demetrious Johnson,2
2/8/16,Pound-for-Pound,Conor McGregor,3
2/8/16,Pound-for-Pound,Rafael dos Anjos,4
2/8/16,Pound-for-Pound,Rafael Dos Anjos,4
2/8/16,Pound-for-Pound,Fabricio Werdum,5
2/8/16,Pound-for-Pound,Robbie Lawler,6
2/8/16,Pound-for-Pound,Dominick Cruz,7
2/8/16,Pound-for-Pound,Luke Rockhold,8
2/8/16,Pound-for-Pound,Jose Aldo,9
2/8/16,Pound-for-Pound,Daniel Cormier,10
2/8/16,Pound-for-Pound,Chris Weidman,11
2/8/16,Pound-for-Pound,TJ Dillashaw,12
2/8/16,Pound-for-Pound,Holly Holm,13
2/8/16,Pound-for-Pound,Joanna Jedrzejczyk,14
2/8/16,Pound-for-Pound,Frankie Edgar,15
2/8/16,Flyweight,Demetrious Johnson,0
2/8/16,Flyweight,Joseph Benavidez,1
2/8/16,Flyweight,John Dodson,2
2/8/16,Flyweight,Henry Cejudo,3
2/8/16,Flyweight,Ian McCall,4
2/8/16,Flyweight,Jussier Formiga,5
2/8/16,Flyweight,Kyoji Horiguchi,6
2/8/16,Flyweight,John Moraga,7
2/8/16,Flyweight,Zach Makovsky,8
2/8/16,Flyweight,Wilson Reis,9
2/8/16,Flyweight,Ali Bagautinov,10
2/8/16,Flyweight,Dustin Ortiz,11
2/8/16,Flyweight,Justin Scoggins,12
2/8/16,Flyweight,Louis Smolka,13
2/8/16,Flyweight,Ray Borg,14
2/8/16,Flyweight,Sergio Pettis,15
2/8/16,Bantamweight,Dominick Cruz,0
2/8/16,Bantamweight,TJ Dillashaw,1
2/8/16,Bantamweight,Renan Barao,2
2/8/16,Bantamweight,Urijah Faber,3
2/8/16,Bantamweight,Raphael Assuncao,4
2/8/16,Bantamweight,Aljamain Sterling,5
2/8/16,Bantamweight,Michael McDonald,6
2/8/16,Bantamweight,Thomas Almeida,7
2/8/16,Bantamweight,Bryan Caraway,8
2/8/16,Bantamweight,Takeya Mizugaki,9
2/8/16,Bantamweight,Johnny Eduardo,10
2/8/16,Bantamweight,John Lineker,11
2/8/16,Bantamweight,Frankie Saenz,12
2/8/16,Bantamweight,Jimmie Rivera,13
2/8/16,Bantamweight,Eddie Wineland,14
2/8/16,Bantamweight,Francisco Rivera,15
2/8/16,Featherweight,Conor McGregor,0
2/8/16,Featherweight,Jose Aldo,1
2/8/16,Featherweight,Frankie Edgar,2
2/8/16,Featherweight,Chad Mendes,3
2/8/16,Featherweight,Max Holloway,4
2/8/16,Featherweight,Ricardo Lamas,5
2/8/16,Featherweight,Cub Swanson,6
2/8/16,Featherweight,Charles Oliveira,7
2/8/16,Featherweight,Dennis Bermudez,8
2/8/16,Featherweight,Jeremy Stephens,9
2/8/16,Featherweight,Hacran Dias,10
2/8/16,Featherweight,Darren Elkins,11
2/8/16,Featherweight,Tatsuya Kawajiri,12
2/8/16,Featherweight,Brian Ortega,13
2/8/16,Featherweight,Nik Lentz,14
2/8/16,Featherweight,Clay Guida,15
2/8/16,Lightweight,Rafael dos Anjos,0
2/8/16,Lightweight,Rafael Dos Anjos,0
2/8/16,Lightweight,Eddie Alvarez,1
2/8/16,Lightweight,Khabib Nurmagomedov,2
2/8/16,Lightweight,Anthony Pettis,3
2/8/16,Lightweight,Tony Ferguson,4
2/8/16,Lightweight,Donald Cerrone,5
2/8/16,Lightweight,Nate Diaz,6
2/8/16,Lightweight,Michael Johnson,7
2/8/16,Lightweight,Edson Barboza,8
2/8/16,Lightweight,Beneil Dariush,9
2/8/16,Lightweight,Al Iaquinta,10
2/8/16,Lightweight,Dustin Poirier,11
2/8/16,Lightweight,Bobby Green,12
2/8/16,Lightweight,Michael Chiesa,13
2/8/16,Lightweight,Evan Dunham,14
2/8/16,Lightweight,Rashid Magomedov,15
2/8/16,Welterweight,Robbie Lawler,0
2/8/16,Welterweight,Rory MacDonald,1
2/8/16,Welterweight,Tyron Woodley,2
2/8/16,Welterweight,Stephen Thompson,3
2/8/16,Welterweight,Carlos Condit,4
2/8/16,Welterweight,Johny Hendricks,5
2/8/16,Welterweight,Demian Maia,6
2/8/16,Welterweight,Matt Brown,7
2/8/16,Welterweight,Dong Hyun Kim,8
2/8/16,Welterweight,Neil Magny,9
2/8/16,Welterweight,Tarec Saffiedine,10
2/8/16,Welterweight,Rick Story,11
2/8/16,Welterweight,Kelvin Gastelum,12
2/8/16,Welterweight,Thiago Alves,13
2/8/16,Welterweight,Albert Tumenov,14
2/8/16,Welterweight,Gunnar Nelson,15
2/8/16,Middleweight,Luke Rockhold,0
2/8/16,Middleweight,Chris Weidman,1
2/8/16,Middleweight,Jacare Souza,2
2/8/16,Middleweight,Vitor Belfort,3
2/8/16,Middleweight,Lyoto Machida,4
2/8/16,Middleweight,Tim Kennedy,5
2/8/16,Middleweight,Michael Bisping,6
2/8/16,Middleweight,Anderson Silva,7
2/8/16,Middleweight,Robert Whittaker,8
2/8/16,Middleweight,Gegard Mousasi,9
2/8/16,Middleweight,Thales Leites,10
2/8/16,Middleweight,Uriah Hall,11
2/8/16,Middleweight,Rafael Natal,12
2/8/16,Middleweight,Derek Brunson,13
2/8/16,Middleweight,Dan Henderson,14
2/8/16,Middleweight,Roan Carneiro,15
2/8/16,Light Heavyweight,Daniel Cormier,0
2/8/16,Light Heavyweight,Jon Jones,1
2/8/16,Light Heavyweight,Anthony Johnson,2
2/8/16,Light Heavyweight,Alexander Gustafsson,3
2/8/16,Light Heavyweight,Glover Teixeira,4
2/8/16,Light Heavyweight,Ryan Bader,5
2/8/16,Light Heavyweight,Ovince Saint Preux,6
2/8/16,Light Heavyweight,Rashad Evans,7
2/8/16,Light Heavyweight,Mauricio Rua,8
2/8/16,Light Heavyweight,Jimi Manuwa,9
2/8/16,Light Heavyweight,Patrick Cummins,10
2/8/16,Light Heavyweight,Antonio Rogerio Nogueira,11
2/8/16,Light Heavyweight,Corey Anderson,12
2/8/16,Light Heavyweight,Gian Villante,13
2/8/16,Light Heavyweight,Ilir Latifi,14
2/8/16,Light Heavyweight,Jan Blachowicz,15
2/8/16,Heavyweight,Fabricio Werdum,0
2/8/16,Heavyweight,Cain Velasquez,1
2/8/16,Heavyweight,Stipe Miocic,2
2/8/16,Heavyweight,Alistair Overeem,3
2/8/16,Heavyweight,Ben Rothwell,4
2/8/16,Heavyweight,Andrei Arlovski,5
2/8/16,Heavyweight,Junior Dos Santos,5
2/8/16,Heavyweight,Travis Browne,7
2/8/16,Heavyweight,Josh Barnett,8
2/8/16,Heavyweight,Mark Hunt,9
2/8/16,Heavyweight,Frank Mir,10
2/8/16,Heavyweight,Roy Nelson,11
2/8/16,Heavyweight,Antonio Silva,12
2/8/16,Heavyweight,Matt Mitrione,13
2/8/16,Heavyweight,Alexey Oliynyk,14
2/8/16,Heavyweight,Jared Rosholt,15
2/8/16,Women's Strawweight,Joanna Jedrzejczyk,0
2/8/16,Women's Strawweight,Claudia Gadelha,1
2/8/16,Women's Strawweight,Carla Esparza,2
2/8/16,Women's Strawweight,Rose Namajunas,3
2/8/16,Women's Strawweight,Tecia Torres,4
2/8/16,Women's Strawweight,Jessica Penne,5
2/8/16,Women's Strawweight,Valerie Letourneau,6
2/8/16,Women's Strawweight,Paige VanZant,7
2/8/16,Women's Strawweight,Joanne Calderwood,8
2/8/16,Women's Strawweight,Maryna Moroz,9
2/8/16,Women's Strawweight,Michelle Waterson,10
2/8/16,Women's Strawweight,Randa Markos,11
2/8/16,Women's Strawweight,Karolina Kowalkiewicz,12
2/8/16,Women's Strawweight,Jessica Aguilar,13
2/8/16,Women's Strawweight,Juliana Lima,14
2/8/16,Women's Strawweight,Felice Herrig,15
2/8/16,Women's Bantamweight,Holly Holm,0
2/8/16,Women's Bantamweight,Ronda Rousey,1
2/8/16,Women's Bantamweight,Miesha Tate,2
2/8/16,Women's Bantamweight,Cat Zingano,3
2/8/16,Women's Bantamweight,Amanda Nunes,4
2/8/16,Women's Bantamweight,Julianna Pena,5
2/8/16,Women's Bantamweight,Sara McMann,6
2/8/16,Women's Bantamweight,Jessica Eye,7
2/8/16,Women's Bantamweight,Bethe Correia,8
2/8/16,Women's Bantamweight,Liz Carmouche,9
2/8/16,Women's Bantamweight,Sarah Kaufman,10
2/8/16,Women's Bantamweight,Valentina Shevchenko,11
2/8/16,Women's Bantamweight,Marion Reneau,12
2/8/16,Women's Bantamweight,Raquel Pennington,13
2/8/16,Women's Bantamweight,Germaine de Randamie,14
2/8/16,Women's Bantamweight,Jessica Andrade,15
2/29/16,Pound-for-Pound,Jon Jones,1
2/29/16,Pound-for-Pound,Demetrious Johnson,2
2/29/16,Pound-for-Pound,Conor McGregor,3
2/29/16,Pound-for-Pound,Dominick Cruz,4
2/29/16,Pound-for-Pound,Fabricio Werdum,5
2/29/16,Pound-for-Pound,Luke Rockhold,5
2/29/16,Pound-for-Pound,Rafael Dos Anjos,7
2/29/16,Pound-for-Pound,Robbie Lawler,8
2/29/16,Pound-for-Pound,Daniel Cormier,9
2/29/16,Pound-for-Pound,Jose Aldo,10
2/29/16,Pound-for-Pound,Chris Weidman,11
2/29/16,Pound-for-Pound,TJ Dillashaw,12
2/29/16,Pound-for-Pound,Holly Holm,13
2/29/16,Pound-for-Pound,Frankie Edgar,14
2/29/16,Pound-for-Pound,Joanna Jedrzejczyk,15
2/29/16,Flyweight,Demetrious Johnson,0
2/29/16,Flyweight,Joseph Benavidez,1
2/29/16,Flyweight,John Dodson,2
2/29/16,Flyweight,Henry Cejudo,3
2/29/16,Flyweight,Jussier Formiga,4
2/29/16,Flyweight,Ian McCall,5
2/29/16,Flyweight,Kyoji Horiguchi,6
2/29/16,Flyweight,John Moraga,7
2/29/16,Flyweight,Zach Makovsky,8
2/29/16,Flyweight,Wilson Reis,9
2/29/16,Flyweight,Dustin Ortiz,10
2/29/16,Flyweight,Ali Bagautinov,11
2/29/16,Flyweight,Justin Scoggins,12
2/29/16,Flyweight,Louis Smolka,13
2/29/16,Flyweight,Ray Borg,14
2/29/16,Flyweight,Sergio Pettis,15
2/29/16,Bantamweight,Dominick Cruz,0
2/29/16,Bantamweight,TJ Dillashaw,1
2/29/16,Bantamweight,Renan Barao,2
2/29/16,Bantamweight,Urijah Faber,3
2/29/16,Bantamweight,Raphael Assuncao,4
2/29/16,Bantamweight,Aljamain Sterling,5
2/29/16,Bantamweight,Michael McDonald,6
2/29/16,Bantamweight,Thomas Almeida,7
2/29/16,Bantamweight,Bryan Caraway,8
2/29/16,Bantamweight,Takeya Mizugaki,9
2/29/16,Bantamweight,Johnny Eduardo,10
2/29/16,Bantamweight,Jimmie Rivera,11
2/29/16,Bantamweight,John Lineker,12
2/29/16,Bantamweight,Frankie Saenz,13
2/29/16,Bantamweight,Eddie Wineland,14
2/29/16,Bantamweight,Cody Garbrandt,15
2/29/16,Featherweight,Conor McGregor,0
2/29/16,Featherweight,Jose Aldo,1
2/29/16,Featherweight,Frankie Edgar,2
2/29/16,Featherweight,Chad Mendes,3
2/29/16,Featherweight,Max Holloway,4
2/29/16,Featherweight,Ricardo Lamas,5
2/29/16,Featherweight,Cub Swanson,6
2/29/16,Featherweight,Charles Oliveira,7
2/29/16,Featherweight,Dennis Bermudez,8
2/29/16,Featherweight,Jeremy Stephens,9
2/29/16,Featherweight,Hacran Dias,10
2/29/16,Featherweight,Darren Elkins,11
2/29/16,Featherweight,Brian Ortega,12
2/29/16,Featherweight,Tatsuya Kawajiri,13
2/29/16,Featherweight,Nik Lentz,14
2/29/16,Featherweight,Clay Guida,15
2/29/16,Lightweight,Rafael Dos Anjos,0
2/29/16,Lightweight,Eddie Alvarez,1
2/29/16,Lightweight,Khabib Nurmagomedov,2
2/29/16,Lightweight,Anthony Pettis,3
2/29/16,Lightweight,Tony Ferguson,4
2/29/16,Lightweight,Nate Diaz,5
2/29/16,Lightweight,Michael Johnson,6
2/29/16,Lightweight,Beneil Dariush,7
2/29/16,Lightweight,Edson Barboza,8
2/29/16,Lightweight,Donald Cerrone,9
2/29/16,Lightweight,Al Iaquinta,10
2/29/16,Lightweight,Dustin Poirier,10
2/29/16,Lightweight,Bobby Green,12
2/29/16,Lightweight,Evan Dunham,13
2/29/16,Lightweight,Michael Chiesa,14
2/29/16,Lightweight,Rashid Magomedov,15
2/29/16,Welterweight,Robbie Lawler,0
2/29/16,Welterweight,Rory MacDonald,1
2/29/16,Welterweight,Stephen Thompson,2
2/29/16,Welterweight,Tyron Woodley,3
2/29/16,Welterweight,Carlos Condit,4
2/29/16,Welterweight,Johny Hendricks,5
2/29/16,Welterweight,Demian Maia,6
2/29/16,Welterweight,Matt Brown,7
2/29/16,Welterweight,Dong Hyun Kim,8
2/29/16,Welterweight,Neil Magny,9
2/29/16,Welterweight,Tarec Saffiedine,10
2/29/16,Welterweight,Rick Story,11
2/29/16,Welterweight,Kelvin Gastelum,12
2/29/16,Welterweight,Hector Lombard,13
2/29/16,Welterweight,Thiago Alves,14
2/29/16,Welterweight,Albert Tumenov,15
2/29/16,Middleweight,Luke Rockhold,0
2/29/16,Middleweight,Chris Weidman,1
2/29/16,Middleweight,Jacare Souza,2
2/29/16,Middleweight,Vitor Belfort,3
2/29/16,Middleweight,Michael Bisping,4
2/29/16,Middleweight,Lyoto Machida,5
2/29/16,Middleweight,Anderson Silva,6
2/29/16,Middleweight,Tim Kennedy,7
2/29/16,Middleweight,Robert Whittaker,8
2/29/16,Middleweight,Gegard Mousasi,9
2/29/16,Middleweight,Uriah Hall,10
2/29/16,Middleweight,Derek Brunson,11
2/29/16,Middleweight,Thales Leites,12
2/29/16,Middleweight,Rafael Natal,13
2/29/16,Middleweight,Dan Henderson,14
2/29/16,Middleweight,CB Dollaway,15
2/29/16,Light Heavyweight,Daniel Cormier,0
2/29/16,Light Heavyweight,Jon Jones,1
2/29/16,Light Heavyweight,Anthony Johnson,2
2/29/16,Light Heavyweight,Alexander Gustafsson,3
2/29/16,Light Heavyweight,Glover Teixeira,4
2/29/16,Light Heavyweight,Ryan Bader,5
2/29/16,Light Heavyweight,Ovince Saint Preux,6
2/29/16,Light Heavyweight,Rashad Evans,7
2/29/16,Light Heavyweight,Mauricio Rua,8
2/29/16,Light Heavyweight,Jimi Manuwa,9
2/29/16,Light Heavyweight,Antonio Rogerio Nogueira,10
2/29/16,Light Heavyweight,Patrick Cummins,11
2/29/16,Light Heavyweight,Corey Anderson,12
2/29/16,Light Heavyweight,Gian Villante,13
2/29/16,Light Heavyweight,Jan Blachowicz,14
2/29/16,Light Heavyweight,Nikita Krylov,15
2/29/16,Heavyweight,Fabricio Werdum,0
2/29/16,Heavyweight,Cain Velasquez,1
2/29/16,Heavyweight,Stipe Miocic,2
2/29/16,Heavyweight,Alistair Overeem,3
2/29/16,Heavyweight,Ben Rothwell,4
2/29/16,Heavyweight,Junior Dos Santos,5
2/29/16,Heavyweight,Andrei Arlovski,6
2/29/16,Heavyweight,Travis Browne,7
2/29/16,Heavyweight,Josh Barnett,8
2/29/16,Heavyweight,Mark Hunt,9
2/29/16,Heavyweight,Frank Mir,10
2/29/16,Heavyweight,Roy Nelson,11
2/29/16,Heavyweight,Antonio Silva,12
2/29/16,Heavyweight,Matt Mitrione,13
2/29/16,Heavyweight,Alexey Oliynyk,14
2/29/16,Heavyweight,Ruslan Magomedov,14
2/29/16,Women's Strawweight,Joanna Jedrzejczyk,0
2/29/16,Women's Strawweight,Claudia Gadelha,1
2/29/16,Women's Strawweight,Carla Esparza,2
2/29/16,Women's Strawweight,Rose Namajunas,3
2/29/16,Women's Strawweight,Tecia Torres,4
2/29/16,Women's Strawweight,Jessica Penne,5
2/29/16,Women's Strawweight,Valerie Letourneau,6
2/29/16,Women's Strawweight,Paige VanZant,7
2/29/16,Women's Strawweight,Michelle Waterson,8
2/29/16,Women's Strawweight,Maryna Moroz,9
2/29/16,Women's Strawweight,Karolina Kowalkiewicz,10
2/29/16,Women's Strawweight,Joanne Calderwood,11
2/29/16,Women's Strawweight,Randa Markos,12
2/29/16,Women's Strawweight,Jessica Aguilar,13
2/29/16,Women's Strawweight,Juliana Lima,14
2/29/16,Women's Strawweight,Felice Herrig,15
2/29/16,Women's Bantamweight,Holly Holm,0
2/29/16,Women's Bantamweight,Ronda Rousey,1
2/29/16,Women's Bantamweight,Miesha Tate,2
2/29/16,Women's Bantamweight,Cat Zingano,3
2/29/16,Women's Bantamweight,Amanda Nunes,4
2/29/16,Women's Bantamweight,Julianna Pena,5
2/29/16,Women's Bantamweight,Sara McMann,6
2/29/16,Women's Bantamweight,Jessica Eye,7
2/29/16,Women's Bantamweight,Bethe Correia,8
2/29/16,Women's Bantamweight,Liz Carmouche,9
2/29/16,Women's Bantamweight,Valentina Shevchenko,10
2/29/16,Women's Bantamweight,Sarah Kaufman,11
2/29/16,Women's Bantamweight,Raquel Pennington,12
2/29/16,Women's Bantamweight,Germaine de Randamie,13
2/29/16,Women's Bantamweight,Lauren Murphy,14
2/29/16,Women's Bantamweight,Marion Reneau,15
3/7/16,Pound-for-Pound,Jon Jones,1
3/7/16,Pound-for-Pound,Demetrious Johnson,2
3/7/16,Pound-for-Pound,Luke Rockhold,3
3/7/16,Pound-for-Pound,Dominick Cruz,4
3/7/16,Pound-for-Pound,Fabricio Werdum,4
3/7/16,Pound-for-Pound,Rafael Dos Anjos,6
3/7/16,Pound-for-Pound,Robbie Lawler,7
3/7/16,Pound-for-Pound,Conor McGregor,8
3/7/16,Pound-for-Pound,Daniel Cormier,9
3/7/16,Pound-for-Pound,Jose Aldo,10
3/7/16,Pound-for-Pound,Chris Weidman,11
3/7/16,Pound-for-Pound,Frankie Edgar,12
3/7/16,Pound-for-Pound,TJ Dillashaw,13
3/7/16,Pound-for-Pound,Joanna Jedrzejczyk,14
3/7/16,Pound-for-Pound,Miesha Tate,15
3/7/16,Flyweight,Demetrious Johnson,0
3/7/16,Flyweight,Joseph Benavidez,1
3/7/16,Flyweight,Henry Cejudo,2
3/7/16,Flyweight,John Dodson,3
3/7/16,Flyweight,Jussier Formiga,4
3/7/16,Flyweight,Ian McCall,5
3/7/16,Flyweight,Kyoji Horiguchi,6
3/7/16,Flyweight,John Moraga,7
3/7/16,Flyweight,Zach Makovsky,8
3/7/16,Flyweight,Wilson Reis,9
3/7/16,Flyweight,Dustin Ortiz,10
3/7/16,Flyweight,Ali Bagautinov,11
3/7/16,Flyweight,Justin Scoggins,12
3/7/16,Flyweight,Louis Smolka,13
3/7/16,Flyweight,Ray Borg,14
3/7/16,Flyweight,Sergio Pettis,15
